품목,등급,단량,단위,평균가
겨자채(적겨자채),특(1등            ,2,kg,5000
겨자채(적겨자채),특(1등            ,2,kg,6000
겨자채(적겨자채),특(1등            ,2,kg,6000
겨자채(적겨자채),특(1등            ,2,kg,6000
겨자채(적겨자채),특(1등            ,2,kg,5000
겨자채(적겨자채),특(1등            ,2,kg,5556
겨자채(적겨자채),특(1등            ,2,kg,6286
겨자채(적겨자채),특(1등            ,2,kg,5500
겨자채(적겨자채),특(1등            ,2,kg,5000
겨자채(적겨자채),특(1등            ,2,kg,5333
겨자채(적겨자채),특(1등            ,2,kg,5200
겨자채(적겨자채),특(1등            ,2,kg,4000
계피(계피(일반)),특(1등            ,15,kg,100000
계피(계피(일반)),특(1등            ,15,kg,100000
고구마(기타),상(2등            ,10,kg,22802
고구마(기타),상(2등            ,10,kg,20787
고구마(기타),상(2등            ,10,kg,20691
고구마(기타),상(2등            ,10,kg,22770
고구마(기타),상(2등            ,10,kg,25199
고구마(기타),상(2등            ,10,kg,25925
고구마(기타),상(2등            ,10,kg,18990
고구마(기타),특(1등            ,1,kg,4000
고구마(기타),상(2등            ,10,kg,22643
고구마(기타),특(1등            ,10,kg,22714
고구마(기타),상(2등            ,10,kg,24560
고구마(기타),보통(3            ,10,kg,30551
고구마(기타),4등               ,10,kg,16962
고구마(기타),상(2등            ,10,kg,20252
고구마(기타),상(2등            ,10,kg,19445
고구마(기타),상(2등            ,10,kg,23798
고구마(기타),특(1등            ,10,kg,14023
고구마(기타),상(2등            ,10,kg,15438
고구마(기타),보통(3            ,10,kg,18720
고구마(기타),4등               ,10,kg,9103
고구마(밤고구마),상(2등            ,10,kg,8000
고구마(밤고구마),없음              ,10,kg,16000
고구마(밤고구마),특(1등            ,10,kg,26100
고구마(밤고구마),상(2등            ,10,kg,35548
고구마(밤고구마),보통(3            ,10,kg,40000
고구마(밤고구마),4등               ,10,kg,19773
고구마(밤고구마),4등               ,10,kg,9000
고구마(밤고구마),9등(등            ,10,kg,7000
고구마(밤고구마),특(1등            ,10,kg,19543
고구마(밤고구마),상(2등            ,10,kg,22715
고구마(밤고구마),보통(3            ,10,kg,20719
고구마(밤고구마),6등               ,10,kg,23357
고구마(밤고구마),9등(등            ,10,kg,15492
고구마(밤고구마),특(1등            ,10,kg,19165
고구마(밤고구마),상(2등            ,10,kg,23596
고구마(밤고구마),보통(3            ,10,kg,21621
고구마(밤고구마),6등               ,10,kg,25000
고구마(밤고구마),9등(등            ,10,kg,12196
고구마(밤고구마),상(2등            ,10,kg,25311
고구마(밤고구마),보통(3            ,10,kg,21500
고구마(밤고구마),6등               ,10,kg,24000
고구마(밤고구마),9등(등            ,10,kg,9000
고구마(밤고구마),없음              ,10,kg,15500
고구마(밤고구마),특(1등            ,10,kg,17156
고구마(밤고구마),상(2등            ,10,kg,21219
고구마(밤고구마),보통(3            ,10,kg,18684
고구마(밤고구마),6등               ,10,kg,23938
고구마(밤고구마),9등(등            ,10,kg,8941
고구마(밤고구마),특(1등            ,10,kg,14765
고구마(밤고구마),상(2등            ,10,kg,16108
고구마(밤고구마),보통(3            ,10,kg,13481
고구마(밤고구마),4등               ,10,kg,9000
고구마(밤고구마),6등               ,10,kg,16000
고구마(밤고구마),9등(등            ,10,kg,6200
고구마(밤고구마),없음              ,10,kg,11818
고구마(밤고구마),특(1등            ,10,kg,17559
고구마(밤고구마),상(2등            ,10,kg,18649
고구마(밤고구마),보통(3            ,10,kg,25778
고구마(밤고구마),6등               ,10,kg,24000
고구마(밤고구마),9등(등            ,10,kg,14229
고구마(밤고구마),특(1등            ,10,kg,17435
고구마(밤고구마),상(2등            ,10,kg,18400
고구마(밤고구마),보통(3            ,10,kg,18105
고구마(밤고구마),6등               ,10,kg,27000
고구마(밤고구마),9등(등            ,10,kg,12288
고구마(밤고구마),특(1등            ,10,kg,20301
고구마(밤고구마),상(2등            ,10,kg,27567
고구마(밤고구마),보통(3            ,10,kg,32034
고구마(밤고구마),4등               ,10,kg,18978
고구마(밤고구마),9등(등            ,10,kg,8534
고구마(밤고구마),특(1등            ,10,kg,20113
고구마(밤고구마),상(2등            ,10,kg,29006
고구마(밤고구마),보통(3            ,10,kg,33422
고구마(밤고구마),4등               ,10,kg,21310
고구마(밤고구마),6등               ,10,kg,29000
고구마(밤고구마),9등(등            ,10,kg,9859
고구마(밤고구마),없음              ,10,kg,8957
고구마(밤고구마),특(1등            ,10,kg,18071
고구마(밤고구마),상(2등            ,10,kg,20839
고구마(밤고구마),보통(3            ,10,kg,27474
고구마(밤고구마),6등               ,10,kg,28000
고구마(밤고구마),9등(등            ,10,kg,20220
고구마(밤고구마),없음              ,10,kg,10000
고구마(밤고구마),특(1등            ,10,kg,18071
고구마(밤고구마),상(2등            ,10,kg,21249
고구마(밤고구마),보통(3            ,10,kg,21270
고구마(밤고구마),6등               ,10,kg,21217
고구마(밤고구마),9등(등            ,10,kg,10359
고구마(밤고구마),특(1등            ,10,kg,17000
고구마(밤고구마),없음              ,10,kg,14000
고구마(밤고구마),특(1등            ,10,kg,20083
고구마(밤고구마),상(2등            ,10,kg,24000
고구마(밤고구마),보통(3            ,10,kg,26000
고구마(밤고구마),6등               ,10,kg,25000
고구마(밤고구마),9등(등            ,10,kg,15208
고구마(밤고구마),특(1등            ,10,kg,20276
고구마(밤고구마),상(2등            ,10,kg,21565
고구마(밤고구마),보통(3            ,10,kg,21435
고구마(밤고구마),6등               ,10,kg,26000
고구마(밤고구마),9등(등            ,10,kg,11572
고구마(밤고구마),특(1등            ,10,kg,23953
고구마(밤고구마),상(2등            ,10,kg,31778
고구마(밤고구마),보통(3            ,10,kg,38700
고구마(밤고구마),4등               ,10,kg,19726
고구마(밤고구마),5등               ,10,kg,12000
고구마(밤고구마),6등               ,10,kg,13000
고구마(밤고구마),9등(등            ,10,kg,7750
고구마(밤고구마),특(1등            ,10,kg,25636
고구마(밤고구마),상(2등            ,10,kg,35034
고구마(밤고구마),보통(3            ,10,kg,38968
고구마(밤고구마),4등               ,10,kg,22035
고구마(밤고구마),없음              ,10,kg,15000
고구마(밤고구마),특(1등            ,10,kg,21319
고구마(밤고구마),상(2등            ,10,kg,22647
고구마(밤고구마),보통(3            ,10,kg,26000
고구마(밤고구마),4등               ,10,kg,10000
고구마(밤고구마),6등               ,10,kg,24611
고구마(밤고구마),9등(등            ,10,kg,17376
고구마(밤고구마),특(1등            ,10,kg,20512
고구마(밤고구마),상(2등            ,10,kg,23586
고구마(밤고구마),보통(3            ,10,kg,22071
고구마(밤고구마),4등               ,10,kg,9000
고구마(밤고구마),9등(등            ,10,kg,13000
고구마(밤고구마),특(1등            ,10,kg,20250
고구마(밤고구마),상(2등            ,10,kg,25000
고구마(밤고구마),보통(3            ,10,kg,23951
고구마(밤고구마),9등(등            ,10,kg,14472
고구마(밤고구마),없음              ,10,kg,10000
고구마(밤고구마),특(1등            ,10,kg,19130
고구마(밤고구마),상(2등            ,10,kg,22765
고구마(밤고구마),보통(3            ,10,kg,17578
고구마(밤고구마),5등               ,10,kg,10500
고구마(밤고구마),6등               ,10,kg,16850
고구마(밤고구마),9등(등            ,10,kg,11431
고구마(호박고구마),특(1등            ,10,kg,15500
고구마(호박고구마),상(2등            ,10,kg,10158
고구마(호박고구마),없음              ,10,kg,5000
고구마(호박고구마),특(1등            ,10,kg,11528
고구마(호박고구마),상(2등            ,10,kg,16873
고구마(호박고구마),보통(3            ,10,kg,13621
고구마(호박고구마),5등               ,10,kg,11080
고구마(호박고구마),6등               ,10,kg,13867
고구마(호박고구마),9등(등            ,10,kg,9050
고구마(호박고구마),없음              ,10,kg,8000
고구마(호박고구마),특(1등            ,10,kg,10333
고구마(호박고구마),상(2등            ,10,kg,12813
고구마(호박고구마),보통(3            ,10,kg,16417
고구마(호박고구마),4등               ,10,kg,5000
고구마(호박고구마),6등               ,10,kg,19000
고구마(호박고구마),9등(등            ,10,kg,12455
고구마(호박고구마),특(1등            ,10,kg,15000
고구마(호박고구마),상(2등            ,10,kg,18341
고구마(호박고구마),없음              ,10,kg,12000
고구마(호박고구마),특(1등            ,10,kg,14200
고구마(호박고구마),상(2등            ,10,kg,16000
고구마(호박고구마),보통(3            ,10,kg,17880
고구마(호박고구마),5등               ,10,kg,14438
고구마(호박고구마),6등               ,10,kg,15000
고구마(호박고구마),9등(등            ,10,kg,5000
고구마(호박고구마),상(2등            ,10,kg,22401
고구마(호박고구마),특(1등            ,10,kg,14857
고구마(호박고구마),상(2등            ,10,kg,20795
고구마(호박고구마),보통(3            ,10,kg,20667
고구마(호박고구마),5등               ,10,kg,15667
고구마(호박고구마),6등               ,10,kg,17000
고구마(호박고구마),9등(등            ,10,kg,11000
고구마(호박고구마),상(2등            ,10,kg,21050
고구마(호박고구마),특(1등            ,10,kg,13148
고구마(호박고구마),상(2등            ,10,kg,11000
고구마(호박고구마),보통(3            ,10,kg,8000
고구마(호박고구마),4등               ,10,kg,9500
고구마(호박고구마),특(1등            ,10,kg,15259
고구마(호박고구마),보통(3            ,10,kg,11000
고구마(호박고구마),상(2등            ,10,kg,23553
고구마(호박고구마),특(1등            ,9,kg,5500
고구마(호박고구마),특(1등            ,10,kg,12756
고구마(호박고구마),상(2등            ,10,kg,10000
고구마(호박고구마),보통(3            ,10,kg,18000
고구마(호박고구마),5등               ,10,kg,17000
고구마(호박고구마),상(2등            ,10,kg,18358
고구마(호박고구마),특(1등            ,10,kg,17000
고구마(호박고구마),특(1등            ,10,kg,16000
고구마(호박고구마),없음              ,10,kg,11500
고구마(호박고구마),특(1등            ,10,kg,17080
고구마(호박고구마),상(2등            ,10,kg,19636
고구마(호박고구마),보통(3            ,10,kg,21778
고구마(호박고구마),5등               ,10,kg,21000
고구마(호박고구마),6등               ,10,kg,19750
고구마(호박고구마),9등(등            ,10,kg,11000
고구마(호박고구마),특(1등            ,10,kg,11889
고구마(호박고구마),상(2등            ,10,kg,17065
고구마(호박고구마),보통(3            ,10,kg,18500
고구마(호박고구마),5등               ,10,kg,15000
고구마(호박고구마),6등               ,10,kg,20000
고구마(호박고구마),9등(등            ,10,kg,8000
고구마(호박고구마),특(1등            ,10,kg,14810
고구마(호박고구마),상(2등            ,10,kg,9080
고구마(호박고구마),보통(3            ,10,kg,17214
고구마(호박고구마),5등               ,10,kg,14200
고구마(호박고구마),6등               ,10,kg,15333
고구마(호박고구마),9등(등            ,10,kg,7750
고구마(호박고구마),특(1등            ,10,kg,14222
고구마(호박고구마),9등(등            ,10,kg,5000
고구마(호박고구마),상(2등            ,10,kg,17787
고구마(호박고구마),특(1등            ,10,kg,11111
고구마(호박고구마),상(2등            ,10,kg,14306
고구마(호박고구마),보통(3            ,10,kg,17000
고구마(호박고구마),5등               ,10,kg,15000
고구마(호박고구마),6등               ,10,kg,14407
고구마(호박고구마),9등(등            ,10,kg,5000
고구마(호박고구마),상(2등            ,10,kg,8000
고구마(호박고구마),특(1등            ,10,kg,12222
고구마순(기타),없음              ,1,kg,2500
고구마순(기타),없음              ,1,kg,2500
고구마순(기타),특(1등            ,2,kg,20000
고구마순(기타),특(1등            ,10,kg,30000
고구마순(기타),특(1등            ,10,kg,20000
고구마순(기타),특(1등            ,10,kg,30000
고구마순(기타),특(1등            ,2,kg,4000
고구마순(기타),특(1등            ,10,kg,30000
고구마순(기타),특(1등            ,10,kg,30000
고구마순(기타),특(1등            ,1,kg,2500
고구마순(기타),특(1등            ,4,kg,2500
고구마순(생고구마순),없음              ,2,kg,4000
고구마순(생고구마순),없음              ,2,kg,4000
